,exp_id,pair_id,roi_index_1,roi_type_1,roi_index_2,Z stack inspection notes,,roi_type_2,corr_r,corr_p,corr_deconv_r,corr_deconv_p,corr_noise_r,corr_noise_p,corr_event_r,corr_event_p,n_events_x,n_events_joint,n_events_roi_1,n_events_roi_2,dist,roi_id_1,roi_id_2,roi_id,roi_type,n_events_y,events_per_min,mean_event_dFonF0_amp,std_nonevent_dFonF0,snr,exp_index,implant_date,zstack_id,fibre,lens,orientation,maze_session_num,bad_2p_frames,bad_behav_times,primary_exp,exclude,Notes_x,animal_id,fps_2p,short_id,dob,sex,strain,gcamp,celltype,virus_id,hemisphere,injection_date,has_serial2p,Notes_y
0,20211203_15_10_27_1115464,20211203_15_10_27_1115464-2-70,2,soma,70,"Can't trace connection but trace clearly correlated, dendrite projecting away as expected. Img at bottom of z-stack",,dend,0.4821249346771618,0,0.4783291301161356,0,0.379117522,0,0,1,134,70,11,53,17,20211203_15_10_27_1115464_2,20211203_15_10_27_1115464_70,2,soma,48,1.5624999999999998,1.7718015313148499,0.13626003,13.003090464658907,9,19/11/2021,20211119_15_22_30_1115464,SFB,f4mm,0,2,,,1,0,Good behaviour,1115464,9.765625,7f-03,5/8/2021,m,penk,7f,penk,ADD3,R,12/10/2021,1,
1,20211203_15_10_27_1115464,20211203_15_10_27_1115464-6-31,6,soma,31,"Can't trace connection but trace clearly correlated, dendrite projecting away as expected. Img at bottom of z-stack",,dend,0.580237001,0,0.305069383,0,0.7439050843031072,0,0,1,104,92,0,12,4.242640687119285,20211203_15_10_27_1115464_6,20211203_15_10_27_1115464_31,6,soma,58,1.8880208333333333,1.9843605756759644,0.38543594,5.148353787851374,9,19/11/2021,20211119_15_22_30_1115464,SFB,f4mm,0,2,,,1,0,Good behaviour,1115464,9.765625,7f-03,5/8/2021,m,penk,7f,penk,ADD3,R,12/10/2021,1,
2,20211203_15_10_27_1115464,20211203_15_10_27_1115464-6-38,6,soma,38,"Can't trace connection but trace clearly correlated, dendrite projecting away as expected. Img at bottom of z-stack",,dend,0.5197323487323415,0,0.2763046530239749,9.08506407904e-313,0.7003001073000247,0,0,1,112,95,1,16,0,20211203_15_10_27_1115464_6,20211203_15_10_27_1115464_38,6,soma,58,1.8880208333333333,1.9843605756759644,0.38543594,5.148353787851374,9,19/11/2021,20211119_15_22_30_1115464,SFB,f4mm,0,2,,,1,0,Good behaviour,1115464,9.765625,7f-03,5/8/2021,m,penk,7f,penk,ADD3,R,12/10/2021,1,
3,20211203_15_10_27_1115464,20211203_15_10_27_1115464-11-40,11,soma,40,"Dendrite connected in image, trace clearly correlated, dendrite projecting away as expected. Img at bottom of z-stack",,dend,0.6139685635988845,0,0.37198216544942647,0,0.7063503470824744,0,0,1,142,125,2,15,0,20211203_15_10_27_1115464_11,20211203_15_10_27_1115464_40,11,soma,81,2.63671875,1.365767534132357,0.24953057,5.473347578792477,9,19/11/2021,20211119_15_22_30_1115464,SFB,f4mm,0,2,,,1,0,Good behaviour,1115464,9.765625,7f-03,5/8/2021,m,penk,7f,penk,ADD3,R,12/10/2021,1,
4,20211203_15_10_27_1115464,20211203_15_10_27_1115464-16-50,16,soma,50,"Can't trace connection but trace clearly correlated, dendrite projecting away as expected. Img at bottom of z-stack",,dend,0.7107883369685992,0,0.6336959803349729,0,0.7966347523622448,0,0,1,143,132,1,10,7.0710678118654755,20211203_15_10_27_1115464_16,20211203_15_10_27_1115464_50,16,soma,115,3.743489583333333,2.112582404717155,0.24586873,8.592318452,9,19/11/2021,20211119_15_22_30_1115464,SFB,f4mm,0,2,,,1,0,Good behaviour,1115464,9.765625,7f-03,5/8/2021,m,penk,7f,penk,ADD3,R,12/10/2021,1,
5,20220408_15_01_57_1116663,20220408_15_01_57_1116663-0-57,0,soma,57,Hard to find neuorns in zstack - retry later,,dend,0.7326262122210055,0,0.3356330472279594,0,0.8533525490323887,0,0,1,57,52,0,5,1,20220408_15_01_57_1116663_0,20220408_15_01_57_1116663_57,0,soma,42,1.3671875,2.6302994943800426,0.2382498,11.04009138517118,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
6,20220408_15_01_57_1116663,20220408_15_01_57_1116663-1-71,1,soma,71,,,dend,0.3390634027458025,0,0.44082565900394327,0,0.33767346752072513,0,0,1,114,45,3,66,29.410882339705484,20220408_15_01_57_1116663_1,20220408_15_01_57_1116663_71,1,soma,40,1.3020833333333333,2.376006967,0.18226692,13.035864962965979,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
7,20220408_15_01_57_1116663,20220408_15_01_57_1116663-1-98,1,soma,98,,,dend,0.427212652,0,0.40079836004801994,0,0.38069906108587964,0,0,1,114,48,0,66,19.313207915827967,20220408_15_01_57_1116663_1,20220408_15_01_57_1116663_98,1,soma,40,1.3020833333333333,2.376006967,0.18226692,13.035864962965979,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
8,20220408_15_01_57_1116663,20220408_15_01_57_1116663-4-45,4,soma,45,Dend connected 2 soma,,dend,0.2585366093600533,9.808493360147652e-273,0.15562707557670144,5.754188884410155e-98,0.2042974644721687,6.960616797297952e-169,0,1,155,80,23,52,74.81310045707235,20220408_15_01_57_1116663_4,20220408_15_01_57_1116663_45,4,soma,47,1.5299479166666665,0.960588885,0.09868962,9.733433511122792,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
9,20220408_15_01_57_1116663,20220408_15_01_57_1116663-5-45,5,soma,45,Dend connected 2 soma,,dend,0.16889826407394162,2.7325983844375344e-115,0.1445644307487127,1.1755942519122427e-84,0.24671892847327642,8.699476925439662e-248,0,1,187,91,44,52,25.495097567963924,20220408_15_01_57_1116663_5,20220408_15_01_57_1116663_45,5,soma,82,2.669270833333333,0.47311361206740865,0.055392984,8.541038509458556,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
10,20220408_15_01_57_1116663,20220408_15_01_57_1116663-19-29,19,soma,29,,,dend,0.1559840740013705,2.0578251759861794e-98,0.1553431106745324,1.3014792123138947e-97,0.17701583408362823,1.2689868644429574e-126,0,1,183,80,57,46,4,20220408_15_01_57_1116663_19,20220408_15_01_57_1116663_29,19,soma,72,2.34375,1.3360126026802592,0.2719372,4.912945505459772,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
11,20220408_15_01_57_1116663,20220408_15_01_57_1116663-19-50,19,soma,50,,,dend,0.12878349975849376,1.999889754624208e-67,0.1688318923653828,3.364517447031839e-115,0.18313711814855424,1.527019782893812e-135,0,1,223,116,38,69,8.602325267042627,20220408_15_01_57_1116663_19,20220408_15_01_57_1116663_50,19,soma,72,2.34375,1.3360126026802592,0.2719372,4.912945505459772,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
12,20220408_15_01_57_1116663,20220408_15_01_57_1116663-19-53,19,soma,53,,,dend,0.5158853803271015,0,0.6887717921028228,0,0.3071600892013147,0,0,1,180,99,41,40,0,20220408_15_01_57_1116663_19,20220408_15_01_57_1116663_53,19,soma,72,2.34375,1.3360126026802592,0.2719372,4.912945505459772,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
13,20220408_15_01_57_1116663,20220408_15_01_57_1116663-20-50,20,soma,50,,,dend,0.1491292119765109,5.032468820733833e-90,0.1334579853608024,2.5758505648820013e-72,0.17536555817577365,2.8382890343095187e-124,0,1,213,102,42,69,91.02197536858887,20220408_15_01_57_1116663_20,20220408_15_01_57_1116663_50,20,soma,96,3.1249999999999996,1.1437936987106998,0.13262725,8.624122941324556,11,6/4/2022,20220406_18_02_09_1116663,SFB,f4mm,0,1,,6:35-7:25;10:30-11:00;12:30-15:30;21:10-21:40;22:30-29:40,1,0,,1116663,9.765625,7f-04,30/12/2021,m,penk,8f,penk,ADD3,R,3/3/2022,1,
14,20221003_14_36_54_1118020,20221003_14_36_54_1118020-0-17,0,soma,17,"z-stack bad. Dendrite heading away, not close. Trace corr good.",,dend,0.38905447071204347,0,0.31004863493803225,0,0.5862721836810114,0,0,1,73,55,0,18,40.607881008493905,20221003_14_36_54_1118020_0,20221003_14_36_54_1118020_17,0,soma,65,2.1158854166666665,2.320651993384728,0.21126895,10.984349718771332,20,,,TFB,f6mm,90,,,,1,0,,1118020,9.765625,7f-06,"	21/06/2022",m,penk,7f,penk,ADD3,L,23/8/2022,1,
15,20221003_14_36_54_1118020,20221003_14_36_54_1118020-0-18,0,soma,18,"z-stack bad. Dendrite going over top, trace medium.",,dend,0.1748176491067643,1.6904030554786246e-123,0.1347032137561853,1.19668880802839e-73,0.13344285088524885,2.6732693864125754e-72,0,1,141,39,10,92,0,20221003_14_36_54_1118020_0,20221003_14_36_54_1118020_18,0,soma,65,2.1158854166666665,2.320651993384728,0.21126895,10.984349718771332,20,,,TFB,f6mm,90,,,,1,0,,1118020,9.765625,7f-06,"	21/06/2022",m,penk,7f,penk,ADD3,L,23/8/2022,1,
16,20221003_14_36_54_1118020,20221003_14_36_54_1118020-0-36,0,soma,36,"z-stack bad. Dendrite heading away,  close. Trace corr good.",,dend,0.5049324334865087,0,0.36460318884177684,0,0.6341074317091422,0,0,1,67,56,0,11,6.708203932499369,20221003_14_36_54_1118020_0,20221003_14_36_54_1118020_36,0,soma,65,2.1158854166666665,2.320651993384728,0.21126895,10.984349718771332,20,,,TFB,f6mm,90,,,,1,0,,1118020,9.765625,7f-06,"	21/06/2022",m,penk,7f,penk,ADD3,L,23/8/2022,1,
17,20221003_14_36_54_1118020,20221003_14_36_54_1118020-0-40,0,soma,40,"z-stack bad. Dendrite heading away,  close. Trace corr good.",,dend,0.4197129612710879,0,0.3206953207457257,0,0.5865569529198521,0,0,1,70,56,0,14,5.0990195135927845,20221003_14_36_54_1118020_0,20221003_14_36_54_1118020_40,0,soma,65,2.1158854166666665,2.320651993384728,0.21126895,10.984349718771332,20,,,TFB,f6mm,90,,,,1,0,,1118020,9.765625,7f-06,"	21/06/2022",m,penk,7f,penk,ADD3,L,23/8/2022,1,
18,20221003_14_36_54_1118020,20221003_14_36_54_1118020-7-18,7,soma,18,"This dend connected twice, no trace corr, long  way away. Wrong.",,dend,0.20494246485561196,5.815532248841076e-170,0.059799562,9.78054069131403e-16,0.29709537859845725,0,0,1,205,109,30,66,74.24957912338628,20221003_14_36_54_1118020_7,20221003_14_36_54_1118020_18,7,soma,73,2.376302083333333,0.6941198486171357,0.16261034,4.268608385131855,20,,,TFB,f6mm,90,,,,1,0,,1118020,9.765625,7f-06,"	21/06/2022",m,penk,7f,penk,ADD3,L,23/8/2022,1,
19,20221115_13_27_42_1118213,20221115_13_27_42_1118213-5-66,5,soma,66,"Can just trace in z stack. Trace correlated, projecting in correct direction. Img at bottom of z-stack.",,dend,0.3989277467845839,0,0.4221067510172455,0,0.41329831872054457,0,0,1,209,122,27,60,33.83784863137726,20221115_13_27_42_1118213_5,20221115_13_27_42_1118213_66,5,soma,99,3.2226562499999996,1.4259762673666982,0.1282154,11.121723607825702,24,9/11/2022,20221109_14_50_24_1118213,TFB,f6mm,90,1,,,1,0,,1118213,9.765625,NP-06,"	15/07/2022",m,penk x rbp4,7f,nonpenk,344,R,20/10/2022,1,
20,20221115_13_27_42_1118213,20221115_13_27_42_1118213-11-28,11,soma,28,"Maybe just trace, weakly correlated, physically close and projecting in the correct direction. Img bottom of stack.",,dend,0.2208152861325765,1.1613822793682895e-197,0.087708597,4.434715822540783e-32,0.43603265487689025,0,0,1,161,102,31,28,2.236067977,20221115_13_27_42_1118213_11,20221115_13_27_42_1118213_28,11,soma,92,2.9947916666666665,1.0737179180850154,0.12545419,8.558645513520045,24,9/11/2022,20221109_14_50_24_1118213,TFB,f6mm,90,1,,,1,0,,1118213,9.765625,NP-06,"	15/07/2022",m,penk x rbp4,7f,nonpenk,344,R,20/10/2022,1,
21,20221115_13_27_42_1118213,20221115_13_27_42_1118213-15-31,15,soma,31,"Can't trace, weakly correlation. Dendrite in unecpted place but close by. Img at bottom of z-stack.",,dend,0.22429286183569455,4.9364702286442826e-204,0.11452643193243199,1.297545643547651e-53,0.23178521260469787,3.9051152240533737e-218,0,1,185,90,40,55,13.892443989449804,20221115_13_27_42_1118213_15,20221115_13_27_42_1118213_31,15,soma,85,2.766927083333333,2.0223897141568803,0.19359994,10.446231135120398,24,9/11/2022,20221109_14_50_24_1118213,TFB,f6mm,90,1,,,1,0,,1118213,9.765625,NP-06,"	15/07/2022",m,penk x rbp4,7f,nonpenk,344,R,20/10/2022,1,
22,20210823_16_59_50_1114353,20210823_16_59_50_1114353-2-17,2,soma,17,,,dend,0.35261293806390565,0,0.21492230179999378,4.096239976629666e-187,0.3360351261477498,0,0,1,122,43,6,73,0,20210823_16_59_50_1114353_2,20210823_16_59_50_1114353_17,2,soma,50,1.6075102880658332,1.8784095406532288,0.2716362,6.915166769,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
23,20210823_16_59_50_1114353,20210823_16_59_50_1114353-2-43,2,soma,43,,,dend,0.3732443797886344,0,0.22068936545280332,1.9662038075860634e-197,0.4888486039796038,0,0,1,76,50,2,24,34.438350715445125,20210823_16_59_50_1114353_2,20210823_16_59_50_1114353_43,2,soma,50,1.6075102880658332,1.8784095406532288,0.2716362,6.915166769,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
24,20210823_16_59_50_1114353,20210823_16_59_50_1114353-2-90,2,soma,90,,,dend,0.25492158448722785,5.806223089044022e-265,0.1912788860988314,6.580303206345865e-148,0.45943709518337483,0,0,1,102,58,0,44,11.661903789690601,20210823_16_59_50_1114353_2,20210823_16_59_50_1114353_90,2,soma,50,1.6075102880658332,1.8784095406532288,0.2716362,6.915166769,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
25,20210823_16_59_50_1114353,20210823_16_59_50_1114353-3-106,3,soma,106,,,dend,0.4971379989244791,0,0.36190633456221727,0,0.5257938961146652,0,0,1,114,88,0,26,25,20210823_16_59_50_1114353_3,20210823_16_59_50_1114353_106,3,soma,84,2.7006172839505997,2.744009548709506,0.28685325,9.565900027149967,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
26,20210823_16_59_50_1114353,20210823_16_59_50_1114353-3-111,3,soma,111,,,dend,0.9057271064010868,0,0.7235522770885687,0,0.9248276608027409,0,0,1,91,89,0,2,0,20210823_16_59_50_1114353_3,20210823_16_59_50_1114353_111,3,soma,84,2.7006172839505997,2.744009548709506,0.28685325,9.565900027149967,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
27,20210823_16_59_50_1114353,20210823_16_59_50_1114353-4-54,4,soma,54,,,dend,0.3577805674074903,0,0.4251890733030479,0,0.19734544834632617,1.6944036816380327e-157,0,1,152,60,5,87,6,20210823_16_59_50_1114353_4,20210823_16_59_50_1114353_54,4,soma,31,0.9966563786008166,1.7674597751709722,0.13880374,12.733517368180001,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
28,20210823_16_59_50_1114353,20210823_16_59_50_1114353-5-66,5,soma,66,,,dend,0.49385802414093943,0,0.5466014732664848,0,0.34695026374150467,0,0,1,151,103,21,27,2.236067977,20210823_16_59_50_1114353_5,20210823_16_59_50_1114353_66,5,soma,63,2.025462963,1.5008288697590904,0.13157725,11.406446263639468,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
29,20210823_16_59_50_1114353,20210823_16_59_50_1114353-7-17,7,soma,17,,,dend,0.2234409088549187,1.8386627854339672e-202,0.1427067614912666,1.6047986575782316e-82,0.2017112765069396,1.3435188170003678e-164,0,1,171,89,36,46,13.892443989449804,20210823_16_59_50_1114353_7,20210823_16_59_50_1114353_17,7,soma,96,3.0864197530863997,1.2347118419905503,0.26430345,4.671569219154002,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
30,20210823_16_59_50_1114353,20210823_16_59_50_1114353-7-52,7,soma,52,,,dend,0.7854530046995546,0,0.44824381303802097,0,0.9462346801515034,0,0,1,152,149,2,1,3.605551275463989,20210823_16_59_50_1114353_7,20210823_16_59_50_1114353_52,7,soma,96,3.0864197530863997,1.2347118419905503,0.26430345,4.671569219154002,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
31,20210823_16_59_50_1114353,20210823_16_59_50_1114353-8-74,8,soma,74,,,dend,0.43459504983703207,0,0.41032186396846226,0,0.5305258031526432,0,0,1,113,83,3,27,28.284271247461902,20210823_16_59_50_1114353_8,20210823_16_59_50_1114353_74,8,soma,60,1.9290123456789998,1.9733360360066097,0.2071798,9.524751153795817,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
32,20210823_16_59_50_1114353,20210823_16_59_50_1114353-10-18,10,soma,18,,,dend,0.45571243488108226,0,0.18905446125537723,1.7939650047903963e-144,0.5826288515657273,0,0,1,124,117,0,7,54.45181356024793,20210823_16_59_50_1114353_10,20210823_16_59_50_1114353_18,10,soma,52,1.6718106995884665,0.9534642134721463,0.23582529,4.0430957698047285,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
33,20210823_16_59_50_1114353,20210823_16_59_50_1114353-10-29,10,soma,29,,,dend,0.395168765,0,0.15264894,2.778133089706664e-94,0.627522981,0,0,1,126,113,4,9,11.180339887498949,20210823_16_59_50_1114353_10,20210823_16_59_50_1114353_29,10,soma,52,1.6718106995884665,0.9534642134721463,0.23582529,4.0430957698047285,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
34,20210823_16_59_50_1114353,20210823_16_59_50_1114353-10-106,10,soma,106,,,dend,0.3964851305386128,0,0.13285754108012227,1.1196999129937318e-71,0.6077718778374912,0,0,1,144,93,10,41,0,20210823_16_59_50_1114353_10,20210823_16_59_50_1114353_106,10,soma,52,1.6718106995884665,0.9534642134721463,0.23582529,4.0430957698047285,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
35,20210823_16_59_50_1114353,20210823_16_59_50_1114353-21-78,21,soma,78,,,dend,0.23740447045468976,4.753852043986802e-229,0.06373131,1.1428645518645058e-17,0.1746021785801652,3.404368421903781e-123,0,1,186,90,58,38,0,20210823_16_59_50_1114353_21,20210823_16_59_50_1114353_78,21,soma,51,1.639660494,0.4155621402988247,0.08505817,4.885623005264702,1,2/8/2021,20210823_16_39_11_1114353,SFB,f4mm,0,2,,11:10-11:30;13:20-21:00;22:30-24:40;27:00-end,1,0,Good,1114353,9.765625,7f-01,"	16/03/2021	",m,penk,7f,penk,ADD3,R,24/6/2021,1,
36,20211028_11_25_50_1115465,20211028_11_25_50_1115465-0-99,0,soma,99,,,dend,0.11313582323511873,2.354646602607272e-52,0.1807536794411654,4.956939618486414e-132,0.17072226087528142,8.690257270472755e-118,0,1,180,65,13,102,6.4031242374328485,20211028_11_25_50_1115465_0,20211028_11_25_50_1115465_99,0,soma,46,1.4973958333333333,0.7814795821905136,0.09073839,8.612446762589869,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
37,20211028_11_25_50_1115465,20211028_11_25_50_1115465-4-39,4,soma,39,,,dend,0.4951303774353802,0,0.5191134653839315,0,0.4242685782099316,0,0,1,108,60,7,41,4,20211028_11_25_50_1115465_4,20211028_11_25_50_1115465_39,4,soma,65,2.1158854166666665,1.332619926104179,0.115873285,11.500665837412376,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
38,20211028_11_25_50_1115465,20211028_11_25_50_1115465-4-118,4,soma,118,,,dend,0.1030019602098771,1.1854715063500908e-43,0.16517887337182144,2.765791572214605e-110,0.1677180204833434,1.0903563998033664e-113,0,1,175,55,16,104,59.80802621722272,20211028_11_25_50_1115465_4,20211028_11_25_50_1115465_118,4,soma,65,2.1158854166666665,1.332619926104179,0.115873285,11.500665837412376,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
39,20211028_11_25_50_1115465,20211028_11_25_50_1115465-9-146,9,soma,146,,,dend,0.15544336592899813,9.758274067831488e-98,0.2496605735104687,7.129782064854554e-254,0.17491231871383406,1.24244795095769e-123,0,1,207,100,46,61,0,20211028_11_25_50_1115465_9,20211028_11_25_50_1115465_146,9,soma,83,2.7018229166666665,1.4614178240299225,0.1714663,8.523061232,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
40,20211028_11_25_50_1115465,20211028_11_25_50_1115465-11-5,11,soma,5,,,dend,0.7402380300617762,0,0.5194067701589933,0,0.8179226110982246,0,0,1,141,130,1,10,0,20211028_11_25_50_1115465_11,20211028_11_25_50_1115465_5,11,soma,72,2.34375,1.8884029570553038,0.30446583,6.202347748,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
41,20211028_11_25_50_1115465,20211028_11_25_50_1115465-11-52,11,soma,52,,,dend,0.4339526212376759,0,0.24049949756480984,3.472280537115065e-235,0.6542305647359624,0,0,1,145,129,0,16,1,20211028_11_25_50_1115465_11,20211028_11_25_50_1115465_52,11,soma,72,2.34375,1.8884029570553038,0.30446583,6.202347748,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
42,20211028_11_25_50_1115465,20211028_11_25_50_1115465-11-97,11,soma,97,,,dend,0.3958530858547774,0,0.36953625312096217,0,0.5531682729665637,0,0,1,140,123,2,15,25.632011235952593,20211028_11_25_50_1115465_11,20211028_11_25_50_1115465_97,11,soma,72,2.34375,1.8884029570553038,0.30446583,6.202347748,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
43,20211028_11_25_50_1115465,20211028_11_25_50_1115465-13-12,13,soma,12,,,dend,0.5241705798307323,0,0.4939180676024758,0,0.43871463488240453,0,0,1,121,62,9,50,0,20211028_11_25_50_1115465_13,20211028_11_25_50_1115465_12,13,soma,50,1.6276041666666665,1.2871999645233154,0.1504214,8.557293042256516,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,
44,20211028_11_25_50_1115465,20211028_11_25_50_1115465-13-75,13,soma,75,,,dend,0.22820213700105996,2.509427024613243e-211,0.2691507030047712,2.792099904087027e-296,0.2576526929762148,8.008351794850622e-271,0,1,152,65,8,79,9.219544457292887,20211028_11_25_50_1115465_13,20211028_11_25_50_1115465_75,13,soma,50,1.6276041666666665,1.2871999645233154,0.1504214,8.557293042256516,6,,20211027_14_46_16_1115465,SFB,f4mm,180,,,6:15-8:00;20:00-27:30,1,0,Good 2p. Restricted by tether at 10 mins but can still move.,1115465,9.765625,7f-03-1,5/8/2021,m,penk,7f,penk,ADD3,R,13/10/2021,1,